interpro_id,keywords
IPR004405,"translation,release,pelota,translation release,release factor,factor pelota,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,non,stop,decay,non stop,stop decay,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,no,go,decay,no go,go decay,surveillance,rna surveillance,negative,negative regulation,mrna,catabolic,mrna catabolic,catabolic process,of biosynthetic,catabolic,compound catabolic,catabolic process,catabolic,cellular catabolic,catabolic process,negative,negative regulation,negative,negative regulation,of biosynthetic,catabolic,heterocycle catabolic,catabolic process,of metabolic,mrna,mrna metabolic,negative,negative regulation,of metabolic,catabolic,compound catabolic,catabolic process,of gene,negative,negative regulation,of gene,negative,negative regulation,of macromolecule,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,no,go,decay,no go,go decay,of macromolecule,negative,negative regulation,of macromolecule,catabolic,macromolecule catabolic,catabolic process,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,non,stop,decay,non stop,stop decay,catabolic,catabolic process,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,catabolic,compound catabolic,catabolic process,catabolic,compound catabolic,catabolic process,of macromolecule,negative,negative regulation,negative,negative regulation,surveillance,rna surveillance,catabolic,substance catabolic,catabolic process,catabolic,rna catabolic,catabolic process"
IPR004408,"biotin,acetyl,coa,carboxylase,ligase,biotin acetyl,acetyl coa,coa carboxylase,carboxylase ligase,biotin,acetyl,coa,carboxylase,ligase,biotin acetyl,acetyl coa,coa carboxylase,carboxylase ligase,ligase activity,modification,protein modification,modification process,biotin,acetyl,coa,carboxylase,ligase,biotin acetyl,acetyl coa,coa carboxylase,carboxylase ligase,ligase activity,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,ligase,ligase activity,modification,protein modification,modification process,modification,macromolecule modification,biotin,ligase,biotin protein,protein ligase,ligase activity,a protein"
IPR004409,"biotin,operon,repressor,biotin operon,operon repressor,helix,turn,helix,helix turn,turn helix,helix domain,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,of macromolecule,rna biosynthetic,of metabolic,of nucleobase,of nitrogen,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary"
IPR004410,"malonyl,coa,acyl,carrier,transacylase,malonyl coa,coa acyl,acyl carrier,carrier protein,protein transacylase,fabd,fabd type,acyl,carrier,malonyltransferase,acyl carrier,carrier protein,protein s,s malonyltransferase,malonyltransferase activity,malonyltransferase,malonyltransferase activity,malonyltransferase,s malonyltransferase,malonyltransferase activity,acyl,carrier,malonyltransferase,acyl carrier,carrier protein,protein s,s malonyltransferase,malonyltransferase activity,acyltransferase,s acyltransferase,acyltransferase activity,acyltransferase,acyltransferase activity,other,than,amino,acyl,transferring groups,groups other,other than,than amino,amino acyl,acyl groups,acyltransferase,acyltransferase activity"
IPR004411,"peptidase,a31,peptidase a31,coenzyme,f420,reducing,hydrogenase,delta,coenzyme f420,f420 reducing,reducing hydrogenase,hydrogenase delta,delta subunit,peptidase,peptidase activity,modification,protein modification,modification process,peptidase,peptidase activity,modification,protein modification,modification process,modification,macromolecule modification,a protein"
IPR004412,"glutamyl,trnagln,amidotransferase,glutamyl trnagln,trnagln amidotransferase,amidotransferase a,a subunit,glutaminyl,trna,synthase,glutamine,hydrolyzing,glutaminyl trna,trna synthase,synthase glutamine,glutamine hydrolyzing,hydrolyzing activity,translation,glutamyl,trnagln,amidotransferase,glutamyl trnagln,trnagln amidotransferase,amidotransferase complex,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,intracellular protein,ligase,ligase activity,peptide,peptide metabolic,peptide,peptide biosynthetic,catalytic complex,on rna,amide,amide biosynthetic,translation,glutamyl,trnagln,amidotransferase,glutamyl trnagln,trnagln amidotransferase,amidotransferase complex,amide,amide metabolic,ligase,carbon nitrogen,nitrogen ligase,ligase activity,with,glutamine,amido,donor,with glutamine,glutamine as,as amido,amido n,n donor,a nucleic,trna,a trna,glutaminyl,trna,synthase,glutamine,hydrolyzing,glutaminyl trna,trna synthase,synthase glutamine,glutamine hydrolyzing,hydrolyzing activity"
IPR004413,"aspartylglutamyl,trnaasngln,amidotransferase,aspartylglutamyl trnaasngln,trnaasngln amidotransferase,amidotransferase subunit,subunit b,ligase,carbon nitrogen,nitrogen ligase,ligase activity,with,glutamine,amido,donor,with glutamine,glutamine as,as amido,amido n,n donor,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,ligase,carbon nitrogen,nitrogen ligase,ligase activity,with,glutamine,amido,donor,with glutamine,glutamine as,as amido,amido n,n donor,ligase,ligase activity"
IPR004414,"glutamyl,trnagln,amidotransferase,glutamyl trnagln,trnagln amidotransferase,amidotransferase subunit,subunit e,ligase,carbon nitrogen,nitrogen ligase,ligase activity,with,glutamine,amido,donor,with glutamine,glutamine as,as amido,amido n,n donor,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,ligase,carbon nitrogen,nitrogen ligase,ligase activity,with,glutamine,amido,donor,with glutamine,glutamine as,as amido,amido n,n donor,ligase,ligase activity"
IPR004416,"trna,uridine,carboxymethylaminomethyl,modification,enzyme,mnmg,trna uridine,uridine 5,5 carboxymethylaminomethyl,carboxymethylaminomethyl modification,modification enzyme,enzyme mnmg,trna,wobble,uridine,modification,trna wobble,wobble uridine,uridine modification,ncrna,ncrna metabolic,trna,wobble,base,modification,trna wobble,wobble base,base modification,trna,wobble,uridine,modification,trna wobble,wobble uridine,uridine modification,trna,trna metabolic,trna,processing,trna processing,modification,macromolecule modification,modification,rna modification,trna,modification,trna modification,ncrna,processing,ncrna processing,processing,rna processing"
IPR004417,"methylenetetrahydrofolate,trna,uracil,methyltransferase,trmfo,methylenetetrahydrofolate trna,trna uracil,uracil 5,5 methyltransferase,methyltransferase trmfo,trna,uracil54,c5,methyltransferase,trna uracil54,uracil54 c5,c5 methyltransferase,methyltransferase activity,510,methylenetetrahydrofolate,510 methylenetetrahydrofolate,methylenetetrahydrofolate dependent,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding,trna,processing,trna processing,cytoplasm,nucleotide binding,ncrna,ncrna metabolic,one,transferring one,one carbon,carbon groups,trna,trna metabolic,methyltransferase,methyltransferase activity,anion binding,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding,processing,rna processing,on rna,cytoplasm,trna,uridine,methyltransferase,trna uridine,uridine methyltransferase,methyltransferase activity,phosphate binding,trna,uracil54,c5,methyltransferase,trna uracil54,uracil54 c5,c5 methyltransferase,methyltransferase activity,510,methylenetetrahydrofolate,510 methylenetetrahydrofolate,methylenetetrahydrofolate dependent,trna,methyltransferase,trna methyltransferase,methyltransferase activity,trna,a trna,heterocyclic,heterocyclic compound,ncrna,processing,ncrna processing,molecule binding,trna,processing,trna processing,methyltransferase,rna methyltransferase,methyltransferase activity,a nucleic"
IPR004418,"homoaconitase,mitochondrial,homoaconitate,hydratase,homoaconitate hydratase,hydratase activity,iron,4 iron,sulfur,cluster,4 sulfur,sulfur cluster,cluster binding,lysine,lysine biosynthetic,hydro,lyase,hydro lyase,lyase activity,lysine,lysine biosynthetic,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,organic acid,alpha,amino,alpha amino,amino acid,acid biosynthetic,iron,sulfur,cluster,iron sulfur,sulfur cluster,cluster binding,iron,4 iron,sulfur,cluster,4 sulfur,sulfur cluster,cluster binding,cluster,metal cluster,cluster binding,oxoacid,oxoacid metabolic,amino,amino acid,aspartate,amino,aspartate family,family amino,amino acid,acid biosynthetic,alpha,amino,alpha amino,amino acid,molecule biosynthetic,aspartate,amino,aspartate family,family amino,amino acid,organic acid,acid biosynthetic,lyase,lyase activity,carboxylic,carboxylic acid,acid biosynthetic,carboxylic,carboxylic acid,lysine,lysine metabolic,homoaconitate,hydratase,homoaconitate hydratase,hydratase activity,amino,amino acid,acid biosynthetic"
IPR004419,"peptidase,a31,peptidase a31,hydrogenase,expressionformation,hydrogenase expressionformation,expressionformation protein,processing,protein processing,cation binding,maturation,protein maturation,processing,protein processing,proteolysis"
IPR004420,"peptidase,a31,peptidase a31,hydrogenase,maturation,protease,hyci,hydrogenase maturation,maturation protease,protease hyci,peptidase,peptidase activity,a protein,peptidase,peptidase activity"
IPR004421,"carbamoyltransferase,hypf,hypf type,carboxyl,carbamoyltransferase,carboxyl or,or carbamoyltransferase,carbamoyltransferase activity,carbamoylation,protein carbamoylation,cation binding,carboxyl,carbamoyltransferase,carboxyl or,or carbamoyltransferase,carbamoyltransferase activity,one,transferring one,one carbon,carbon groups,modification,protein modification,modification process,modification,macromolecule modification,carbamoylation,protein carbamoylation"
IPR004422,"beta,ribofuranosylphenol,synthase,beta ribofuranosylphenol,ribofuranosylphenol 5,5 phosphate,phosphate synthase"
IPR004424,"diphosphocytidyl,2c,methyl,erythritol,kinase,4 diphosphocytidyl,diphosphocytidyl 2c,2c methyl,methyl d,d erythritol,erythritol kinase,cytidine,diphospho,methyl,erythritol,kinase,4 cytidine,cytidine 5,5 diphospho,diphospho 2,2 c,c methyl,methyl d,d erythritol,erythritol kinase,kinase activity,terpenoid,terpenoid biosynthetic,transferring phosphorus,containing groups,kinase,kinase activity,isoprenoid,isoprenoid biosynthetic,lipid,cellular lipid,lipid metabolic,lipid,lipid metabolic,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,lipid,lipid biosynthetic,terpenoid,terpenoid metabolic,cytidine,diphospho,methyl,erythritol,kinase,4 cytidine,cytidine 5,5 diphospho,diphospho 2,2 c,c methyl,methyl d,d erythritol,erythritol kinase,kinase activity,terpenoid,terpenoid biosynthetic,isoprenoid,isoprenoid metabolic"
IPR004425,"proteasome,assembly,chaperone,mj0106,proteasome assembly,assembly chaperone,chaperone mj0106,mj0106 like"
IPR004426,"proteasome,assembly,chaperone,mj1210,proteasome assembly,assembly chaperone,chaperone mj1210,mj1210 like"
IPR004430,"isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,large,large subunit,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase activity,iron,4 iron,sulfur,cluster,4 sulfur,sulfur cluster,cluster binding,leucine,leucine biosynthetic,hydro,lyase,hydro lyase,lyase activity,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,branched,chain,amino,branched chain,chain amino,amino acid,organic acid,leucine,leucine biosynthetic,alpha,amino,alpha amino,amino acid,acid biosynthetic,leucine,leucine metabolic,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase activity,iron,sulfur,cluster,iron sulfur,sulfur cluster,cluster binding,iron,4 iron,sulfur,cluster,4 sulfur,sulfur cluster,cluster binding,cluster,metal cluster,cluster binding,oxoacid,oxoacid metabolic,amino,amino acid,alpha,amino,alpha amino,amino acid,molecule biosynthetic,branched,chain,amino,branched chain,chain amino,amino acid,acid biosynthetic,organic acid,acid biosynthetic,lyase,lyase activity,carboxylic,carboxylic acid,acid biosynthetic,carboxylic,carboxylic acid,amino,amino acid,acid biosynthetic"
IPR004431,"isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,small subunit,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase activity,leucine,leucine biosynthetic,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase complex,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,organic acid,cytosol,leucine,leucine biosynthetic,alpha,amino,alpha amino,amino acid,acid biosynthetic,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase activity,isopropylmalate,dehydratase,3 isopropylmalate,isopropylmalate dehydratase,dehydratase complex,molecule biosynthetic,cytoplasm,carboxylic,carboxylic acid,amino,amino acid,acid biosynthetic,hydro,lyase,hydro lyase,lyase activity,branched,chain,amino,branched chain,chain amino,amino acid,leucine,leucine metabolic,catalytic complex,oxoacid,oxoacid metabolic,amino,amino acid,alpha,amino,alpha amino,amino acid,branched,chain,amino,branched chain,chain amino,amino acid,acid biosynthetic,organic acid,acid biosynthetic,lyase,lyase activity,carboxylic,carboxylic acid,acid biosynthetic"
